title,authors,year,url,abstract,venue,source
Application of Blockchain Smart Contracts in E-Commerce and Government,Kamalbir Singh,2022,https://www.semanticscholar.org/paper/802363abba7a77a8a8d0a6d993028a496ed3efed,"With technological advances and the establishment of e-commerce models, business challenges have shifted to online platforms. The promise of embedding self-executing and autonomous programs into blockchain technologies has attracted increased interest and its use in niche solutions. Using qualitative interviews, this paper sought the opinions of the eleven industry leaders regarding smart contracts. Findings reveal that the technology is gaining momentum in e-commerce, particularly in financial transfer, record-keeping, real estate, and property management, insurance, mortgage, supply chain management, data storage, authorization of credit, denaturalized intelligence, aviation sector, shipping of products, invoice financing and other domains. The significant benefits of widespread adoption and deployment of smart contracts include their capability to deliver decentralization, efficacy, cost-effectiveness, transparency, speed, autonomy, transparency, privacy, and security, encouraging the emergence of novel business models. Albeit these benefits that revolutionize online transactions, the technology faced multifaceted challenges. Smart technologies are only a decade old and are not advanced in security, transparency, cost-effectiveness, and regulatory framework. Furthermore, organizational, and technical challenges limit their deployment: incompatibility with legacy systems, scalability, bugs, speed, and lack of talent and understanding regarding smart contracts. Consequently, policymakers, developers, researchers, practitioners, and other stakeholders need to invest effort and time to foster the technologies and address pertinent issues to enable the global adoption of smart contracts by small and big businesses.",arXiv.org,Semantic Scholar
Leveraging Blockchain-Based Smart Contracts in the Management of Supply Chain: Evidence from Carrefour UAE,"S. Eletter, G. Elrefae, Tahira Yasmin, Amer Qasem, A. R. Alshehadeh, Abdelhafid Belarbi",2022,https://www.semanticscholar.org/paper/2c9f55eaddc9f6d7e82e5ae7eea3dff9aed095ca,"The fourth industrial revolution brought digital solutions to modernize how firms manufacture and distribute their products. A fusion of artificial intelligence advances is utilized to blur boundaries between the biological, physical, and digital worlds. Firms are redesigning their supply chains to attain high levels of operational effectiveness. Supply chain activities are crucial for the success of manufacturing firms. Blockchain is a promising technology for managing the supply chain efficiently. Blockchain is an immutable, distributed ledger to record transactions digitally. A smart contract is a coded agreement between two parties that executes an exchange automatically in the absence of trusted authorities. This study aimed to explore the prospects of utilizing blockchain and smart contracts as empowering technologies for food supply chain management. The study used a case study approach. Blockchain has the potential to play a vital role in almost every aspect of the future. Implementing blockchain in the supply chain will enhance the transparency, traceability, and flow of goods and services across the supply chain. Additionally, a blockchain-based smart contract will facilitate, validate and impose negotiation and execution agreements among multiple parties in real-time, enhancing the collaboration and quality of management. Carrefour UAE successfully joined IBM Food Trust. Carrefour's initiative came after growing customers' concerns about product provenance and ethical sourcing. The Carrefour initiative helped to resolve the problem of trust in the food supply. Improvements in the supply chain are expected to happen, including enhanced efficiency, traceability, reduced execution risk, low cost, etc.","Automation, Control, and Information Technology",Semantic Scholar
Benefits of Artificial Intelligence and its Innovation in Organizations,"Diana Paola Amaya Amado, Fabian Andrés Cárdenas Diaz, Roció del Pilar Cabrera Pantoja, Lina María Bastidas Sanchez",2024,https://www.semanticscholar.org/paper/2e5de5a0ded3f00599745bd5662da5299e64d4ba,"This article reviews the advances, benefits and contributions of artificial intelligence to business organizations, without ignoring the need for skilled human labor and talent that companies have always required and which is essential for the economic development of a company. The implementation of legal frameworks and regulations that will in turn address issues such as organizational privacy, cybersecurity and liability are important aspects to be addressed in this article. Thus, this paper focuses on the compilation of scientific articles, books and other texts in which important topics were evidenced such as (i). - Innovation and invention, (ii). - Big Data, (iii). -Implementation of artificial intelligence in organizations, and (iv). -legality and responsibility of decisions, likewise, it examines the legal challenges of AI and highlights that smart contracts are a technological innovation that allows secure, fast and low-risk transactions using blockchain technology, this is why the literature review aims to explore how technology, artificial intelligence and communication tools can facilitate the work of the population, decreasing the time spent on some activities",Multidisciplinar (Montevideo),Semantic Scholar
The Convergence of Artificial Intelligence and Blockchain: The State of Play and the Road Ahead,"Dhanasak Bhumichai, Christos Smiliotopoulos, Ryan Benton, Georgios Kambourakis, D. Damopoulos",2024,https://www.semanticscholar.org/paper/5ff50f63dfa82244348bf09be0aacf08c70584bd,"Artificial intelligence (AI) and blockchain technology have emerged as increasingly prevalent and influential elements shaping global trends in Information and Communications Technology (ICT). Namely, the synergistic combination of blockchain and AI introduces beneficial, unique features with the potential to enhance the performance and efficiency of existing ICT systems. However, presently, the confluence of these two disruptive technologies remains in a rather nascent stage, undergoing continuous exploration and study. In this context, the work at hand offers insight regarding the most significant features of the AI and blockchain intersection. Sixteen outstanding, recent articles exploring the combination of AI and blockchain technology have been systematically selected and thoroughly investigated. From them, fourteen key features have been extracted, including data security and privacy, data encryption, data sharing, decentralized intelligent systems, efficiency, automated decision systems, collective decision making, scalability, system security, transparency, sustainability, device cooperation, and mining hardware design. Moreover, drawing upon the related literature stemming from major digital databases, we constructed a timeline of this technological convergence comprising three eras: emerging, convergence, and application. For the convergence era, we categorized the pertinent features into three primary groups: data manipulation, potential applicability to legacy systems, and hardware issues. For the application era, we elaborate on the impact of this technology fusion from the perspective of five distinct focus areas, from Internet of Things applications and cybersecurity, to finance, energy, and smart cities. This multifaceted, but succinct analysis is instrumental in delineating the timeline of AI and blockchain convergence and pinpointing the unique characteristics inherent in their integration. The paper culminates by highlighting the prevailing challenges and unresolved questions in blockchain and AI-based systems, thereby charting potential avenues for future scholarly inquiry.",Inf.,Semantic Scholar
A Publicly Verifiable Outsourcing Matrix Computation Scheme Based on Smart Contracts,"Hao Wang, Chunpeng Ge, Lu Zhou, Zhe Liu, Dongwan Lan, Xiaozhen Lu, Danni Jiang",2024,https://www.semanticscholar.org/paper/5d7d415c70c38f7ffdebcfd4a6a717eb00873c7f,"Matrix computation is a crucial mathematical tool in scientific fields such as Artificial Intelligence and Cryptographic computation. However, it is difficult for resource-limited devices to execute large-scale matrix computations independently. Outsourcing matrix computation (OMC) is a promising solution that engages a cloud server to process complicated matrix computations for resource-limited devices. However, existing OMC schemes lack public verifiability, and thus resource-limited devices cannot verdict the correctness of the computing results. In this paper, for the first time, we propose a smart contract-based OMC scheme that publicly verifies the outsourcing matrix computation results. In our scheme, a smart contract running over the blockchain serves as a decentralized trusted third party to ensure the correctness of the matrix computation results. To overcome the Verifier's Dilemma in the blockchain, we present a blockchain-compatible matrix verification method that decreases the time complexity from <inline-formula><tex-math notation=""LaTeX"">$O(n^{3})$</tex-math><alternatives><mml:math><mml:mrow><mml:mi>O</mml:mi><mml:mo>(</mml:mo><mml:msup><mml:mi>n</mml:mi><mml:mn>3</mml:mn></mml:msup><mml:mo>)</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""wang-ieq1-3337848.gif""/></alternatives></inline-formula> to <inline-formula><tex-math notation=""LaTeX"">$O(n^{2})$</tex-math><alternatives><mml:math><mml:mrow><mml:mi>O</mml:mi><mml:mo>(</mml:mo><mml:msup><mml:mi>n</mml:mi><mml:mn>2</mml:mn></mml:msup><mml:mo>)</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""wang-ieq2-3337848.gif""/></alternatives></inline-formula> by utilizing a blinding method with the check digit and padding matrices. We make the verification become the form of comparing whether two results are identical rather than naive re-computing. Finally, we perform experiments on Ethereum and ARM Cortex-M4 and give in-depth analysis and performance evaluation, demonstrating our scheme's practicability and effectiveness.",IEEE Transactions on Cloud Computing,Semantic Scholar
The Smart Factory of Tomorrow: Artificial Intelligence and Machine Learning Reshaping Manufacturing Processes,"Priyanga P, S. Sridevi, A. K, Deepa S R",2023,https://www.semanticscholar.org/paper/7906c3ad8add2d404c7da60a53f10e4cd2259c7d,"The smart factory of the future would not be possible without the development of AI and ML technologies, which have ushered in a new era of production. Traditional industrial processes are being revolutionized by AI and ML due to their capacity to evaluate large quantities of data and make autonomous choices, which is leading to greater efficiency, productivity, and profitability. Predictive maintenance is one area where AI and ML are making important contributions. These systems may prevent unexpected and expensive failures by constantly monitoring equipment performance and analyzing real-time data. Taking preventative measures like these results in less downtime, lower maintenance expenses, and more efficient machinery. Synergies between AI and ML are improving factory quality assurance. These technologies can identify even the smallest flaws or deviations from product standards using sophisticated vision systems and pattern recognition algorithms. Manufacturing companies may reduce waste and customer complaints by maintaining a constant quality standard via the use of automated inspection methods. Optimization of production planning and scheduling is another important use of AI and ML in manufacturing.",2023 Second International Conference On Smart Technologies For Smart Nation (SmartTechCon),Semantic Scholar
A Concurrent Perspective on Collaborative Learning with Smart Contracts,"S. Rahmadika, Winda Agustiarmi, Delsina Faiza, Putra Jaya, Thamrin, Ryan Fikri",2023,https://www.semanticscholar.org/paper/04dca43d432bea1681b94b738f0098c4f65efd50,"Collaborative learning techniques facilitate the collective participation of multiple individuals in enhancing artificial intelligence models by leveraging their respective private datasets. The training is conducted by the users in a local setting, with gadgets facilitating the frequent exchange of gradient values. In contrast to traditional training methods, collaborative procedures do not involve publicly disclosing training data. Irrespective of the positives associated with privacy concerns, customers frequently exhibit reduced motivation to enhance the model owing to insufficient procedural incentives. In summary, the available resources are not utilized to their fullest potential. In order to address the problem at hand, we have developed a collaborative learning model that incorporates a secure, equitable, and unalterable reward mechanism through the use of blockchain technology. Incentives are allocated in a manner that is commensurate with the individual contributions made by users. The incentive schemes are implemented on the Ethereum blockchain. Additionally, we assess the efficacy of collaborative learning in an alternative context. The experimental results show that the design objectives have been achieved.",2023 6th International Seminar on Research of Information Technology and Intelligent Systems (ISRITI),Semantic Scholar
Autonomous Smart Device for COVID-19 Detection Using Artificial Intelligence,"P. Rajani, Neha Motagi, K. Nair, R. Narayankar",2022,https://www.semanticscholar.org/paper/1d3b8d635917a8d64ffe19fe7a2afc10102ab8be,"Corona is a pandemic disease and is spreading all over the world. There is also lack of corona virus detection machines. If it is detected at very early stages without pathological intervention, then further spreading of the disease can be controlled, and many of human lives can be saved. So, the proposed biomedical device can be used for fast and accurate prediction of COVID-19 from chest x-rays. X-ray can also be taken from anywhere and sent through any communication medium. Even if error is added, it can be removed using error concealment algorithms. Automated AI-based systems will be used for prediction of normal, COVID-19, and pneumonic cases from x-ray images. It makes detection of COVID-19 infection less costly and portable. This device can be stored in less stringent conditions, making it more effective.",Advances in Healthcare Information Systems and Administration,Semantic Scholar
AI-Driven Smart Contracts,Ohm Patel,2024,https://www.semanticscholar.org/paper/614d76fa178e2081a43c9bb372ca3954ba75b62f,"Combining AI with blockchain smart contracts is possible and can significantly improve smart contracts' functionality, flexibility, and performance. In this paper, concepts of intelligent contracts, advanced through artificial intelligence, are described as potential solutions for increasing the efficiency and security of numerous industries. Some of these are explained by showing the application of the technology in financial services, supply chains, healthcare, and legal processes, as well as the practical enhancements brought about by this technology. Furthermore, the paper explores the prospects for developing the AI smart contract regarding compatibility, expansibility, ethical artificial intelligence, and superior automation. AI and blockchain integration are predicted to have immense impacts on economics and social advancements that will lead to increased automation and decentralization.",Journal of Artificial Intelligence &amp; Cloud Computing,Semantic Scholar
"Integration of Artificial Intelligence, Blockchain, and Wearable Technology for Chronic Disease Management: A New Paradigm in Smart Healthcare","Yi Xie, Lin Lu, F. Gao, Shuang-jiang He, Hui-juan Zhao, Ying Fang, Jia-ming Yang, Y. An, Z. Ye, Zhe Dong",2021,https://www.semanticscholar.org/paper/8ebb7176c6529b783ea8cf3d487a6253e45c8bc9,,Current Medical Science,Semantic Scholar
Artificial intelligence based optimization with deep learning model for blockchain enabled intrusion detection in CPS environment,R. Mansour,2022,https://www.semanticscholar.org/paper/46006dd2a24479fa1b5ae9a865f17612f578729e,,Scientific Reports,Semantic Scholar
Drone-based Risk Management of Autonomous Systems Using Contracts and Blockchain,"Faiz ul Muram, M. Javed",2021,https://www.semanticscholar.org/paper/1e35e4f1e54889a7a679610c479cc2c4f113fef6,"The drones provide an active measure to identify, monitor, analyze and resolve risks of autonomous systems during operational phase. To date, however, the published studies have not considered them for managing risks in a dynamic manner. The capability to deal with unknowns and uncertainties during operational phase is regarded as essential to exploit the autonomous systems at their full potential. This paper targets the drone-based assurance of autonomous systems. The hazard and threat analyses are performed during design and development phase by using the Hazard and Operability (HAZOP) and Threat and Operability (THROP) techniques, respectively. Based on the analyses results, the safety and security requirements are derived. The assume-guarantee contracts are also derived for uncertainty sources; they are integrated in the blockchain-based smart contracts. The simulators are leveraged for performing the verification and validation as well as improving systems. For assuring safety and security during operational phase, the contracts derived for uncertainty sources are checked. In case of divergence, the drones provide assistance; otherwise, depending on the severity risk factor, system control is taken to avoid the mishap risk. The applicability of the proposed methodology is exemplified in the context of a quarry site production scenario.","IEEE International Conference on Software Analysis, Evolution, and Reengineering",Semantic Scholar
TAIRA-BSC - Trusting AI in Recruitment Applications through Blockchain Smart Contracts,"M. Aleisa, Mona Alshahrani, N. Beloff, Martin White",2022,https://www.semanticscholar.org/paper/3d1f9b859b6781279d0547b035840a0bfceed5ec,"Artificial intelligence (AI) and blockchain technology (BCT) are considered two of the most trending and disruptive technologies. BCT, although commonly associated with cryptocurrencies, has shown a tremendous impact among many other distributed applications domains. BCT characteristics, such as the distribution of data storage among independent nodes and the use of consensus algorithms offer immutability and transparency and remove the need for a central authority making BCT trustworthy. However, decision-makers and stakeholders currently lack the confidence to overcome uncertainty related to AI technology, which affects the acceptance of AI technology in wider application domains, such as the recruitment process. Furthermore, current research literature does not adequately investigate the role of trust as an integral part of an AI-based recruitment application. Therefore, this paper aims to investigate how emerging BCT and AI technologies can improve decision making and stakeholder trust in a job recruitment system that is traditionally focused on just human expert decision-making. In this paper we propose the design of a new solution for trusting AI in recruitment applications through the use of Blockchain Smart Contracts (TAIRA-BSC). TAIRA-BSC integrates Blockchain Smart Contracts (BSC) with the Data Lake (DL), Machine Learning (ML) and AI technologies in our AI Recruitment Model (AIRM) architecture. TAIRA-BSC improves transparency and interoperability in the recruitment process while protecting sensitive job candidate data and ensures data integrity delivery and traceability in the recruiting process through a verifiable decentralized ledger, i.e., the blockchain and associated smart contracts. The paper presents a discussion on the state-of-the-art of integrating AI with BCT focusing on how BCT can be used to bridge trust concerns with AI systems. We also present a conceptual architecture TAIRA-BSC proof of concept that is developed to serve as a foundation for future studies focused on enhancing trust in AI applications through the integration of BCT.",International Congress on Blockchain and Applications,Semantic Scholar
Artificial Intelligence and Blockchain Enabled Smart Healthcare System for Monitoring and Detection of COVID-19 in Biomedical Images,"Imran Ahmed, Abdellah Chehri, Gwanggil Jeon",2023,https://www.semanticscholar.org/paper/f6e63ff66ea7323e477c885eeb2b019d6a55e872,"Millions of individuals around the world have been impacted by the ongoing coronavirus outbreak, known as the COVID-19 pandemic. Blockchain, Artificial Intelligence (AI), and other cutting-edge digital and innovative technologies have all offered promising solutions in such situations. AI provides advanced and innovative techniques for classifying and detecting symptoms caused by the coronavirus. Additionally, Blockchain may be utilized in healthcare in a variety of ways thanks to its highly open, secure standards, which permit a significant drop in healthcare costs and opens up new ways for patients to access medical services. Likewise, these techniques and solutions facilitate medical experts in the early diagnosis of diseases and later in treatments and sustaining pharmaceutical manufacturing. Therefore, in this work, a smart blockchain and AI-enabled system is presented for the healthcare sector that helps to combat the coronavirus pandemic. To further incorporate Blockchain technology, a new deep learning-based architecture is designed to identify the virus in radiological images. As a result, the developed system may offer reliable data-gathering platforms and promising security solutions, guaranteeing the high quality of COVID-19 data analytics. We created a multi-layer sequential deep learning architecture using a benchmark data set. In order to make the suggested deep learning architecture for the analysis of radiological images more understandable and interpretable, we also implemented the Gradient-weighted Class Activation Mapping (Grad-CAM) based colour visualization approach to all of the tests. As a result, the architecture achieves a classification accuracy rate of 0.96, thus producing excellent results.",IEEE/ACM Transactions on Computational Biology & Bioinformatics,Semantic Scholar
A blockchain-based solution for transparent intellectual property rights management: smart contracts as enablers,Amani Alqarni,2024,https://www.semanticscholar.org/paper/5529b45229abc7b57ddfba8e0eeb0a95b9efa868,"PurposeThe purpose of this study is to address the limitations of traditional methods for managing intellectual property rights (IPRs) by proposing a blockchain-based solution. By leveraging blockchain technology and smart contracts, the aim is to create a comprehensive ecosystem that offers advantages such as reduced transaction costs, improved transparency, enhanced security and increased liquidity levels for IP assets.Design/methodology/approachThis paper proposes using blockchain technology to manage intellectual property rights (IPRs) through a smart contract-based ecosystem. It outlines the use of non-fungible tokens (NFTs) on the blockchain to represent IPRs, with smart contracts automating interactions and encoding rules for various processes such as applications, licensing, transfers and royalty distribution. Governance mechanisms, such as decentralized autonomous organizations (DAOs), are employed to allow stakeholders to propose and vote on contract changes, ensuring adaptability. This approach aims to streamline IPR workflows, reduce transaction costs, improve transparency and enhance security.FindingsThe findings of this study suggest that implementing a blockchain-based ecosystem for managing intellectual property rights (IPRs) can lead to various benefits. These include reduced transaction costs, improved transparency, enhanced security, increased liquidity levels for IP assets and streamlined automated processes. The use of non-fungible tokens (NFTs) on the blockchain allows for detailed management, valuation and trading of IPRs. Furthermore, simulation results demonstrate the robustness and efficiency of our proposed ecosystem, outperforming traditional IP management systems in terms of transaction speed and cost-effectiveness. These simulations highlight the practical viability of integrating blockchain technology into IP management workflows.Practical implicationsThe practical implications of adopting this blockchain-based ecosystem for managing intellectual property rights (IPRs) are significant. By streamlining processes, reducing transaction costs and improving transparency and security, organizations can expedite the protection and commercialization of their IP assets. Additionally, the increased liquidity levels and accessibility of IP assets to investors and financiers can spur innovation and economic growth.Originality/valueThis paper contributes to the field by proposing a novel approach to managing intellectual property rights (IPRs) using blockchain technology and smart contracts. By leveraging non-fungible tokens (NFTs) on the blockchain, the proposed ecosystem offers a more efficient and transparent way of managing IPRs, reducing reliance on costly and opaque traditional methods. The potential benefits include improved efficiency, transparency, security and collaboration in the management and commercialization of IPRs.",Kybernetes,Semantic Scholar
"Artificial Intelligence Applications and Self-Learning 6G Networks for Smart Cities Digital Ecosystems: Taxonomy, Challenges, and Future Directions","L. Ismail, R. Buyya",2022,https://www.semanticscholar.org/paper/b1e1e8e566627d1d2d8c92f44cb935d0d0f285e5,"The recent upsurge of smart cities’ applications and their building blocks in terms of the Internet of Things (IoT), Artificial Intelligence (AI), federated and distributed learning, big data analytics, blockchain, and edge-cloud computing has urged the design of the upcoming 6G network generation, due to their stringent requirements in terms of the quality of services (QoS), availability, and dependability to satisfy a Service-Level-Agreement (SLA) for the end users. Industries and academia have started to design 6G networks and propose the use of AI in its protocols and operations. Published papers on the topic discuss either the requirements of applications via a top-down approach or the network requirements in terms of agility, performance, and energy saving using a down-top perspective. In contrast, this paper adopts a holistic outlook, considering the applications, the middleware, the underlying technologies, and the 6G network systems towards an intelligent and integrated computing, communication, coordination, and decision-making ecosystem. In particular, we discuss the temporal evolution of the wireless network generations’ development to capture the applications, middleware, and technological requirements that led to the development of the network generation systems from 1G to AI-enabled 6G and its employed self-learning models. We provide a taxonomy of the technology-enabled smart city applications’ systems and present insights into those systems for the realization of a trustworthy and efficient smart city ecosystem. We propose future research directions in 6G networks for smart city applications.",Italian National Conference on Sensors,Semantic Scholar
Real-Time Fault Detection and Condition Monitoring for Industrial Autonomous Transfer Vehicles Utilizing Edge Artificial Intelligence,"Özgür Gültekin, Eyup Cinar, Kemal Özkan, A. Yazıcı",2022,https://www.semanticscholar.org/paper/a0e221bc254c77c1c63fae6c5120685954b16847,"Early fault detection and real-time condition monitoring systems have become quite significant for today’s modern industrial systems. In a high volume of manufacturing facilities, fleets of equipment are expected to operate uninterrupted for days or weeks. Any unplanned interruptions to equipment uptime could jeopardize manufacturers’ cycle time, capacity, and, most significantly, credibility for their customers. With the help of smart manufacturing technologies, companies have started to develop and integrate fault detection and classification systems where end-to-end constant monitoring of equipment is facilitated, and smart algorithms are adapted for the early generation of fault alarms and classification. This paper proposes a generic real-time fault diagnosis and condition monitoring system utilizing edge artificial intelligence (edge AI) and a data distributor open source middleware platform called FIWARE. The implemented system architecture is flexible and includes interfaces that can be easily expanded for various devices. This work demonstrates it for condition monitoring of autonomous transfer vehicle (ATV) equipment targeting a smart factory use case. The system is verified in a designated industrial model environment in a lab with a single ATV operation. The anomaly conditions of the ATV are diagnosed by a deep learning-based fault diagnosis method performed in the Edge AI unit, and the results are transferred to the data storage via a data pipeline setup. The proposed system’s Edge AI solution for the ATV use case provides significant real-time performance. The network bandwidth requirement and total elapsed data transfer time have been reduced by 43 and 37 times, respectively. The proposed system successfully enables real-time monitoring of ATV fault conditions and expands to a fleet of equipment in a real manufacturing facility.",Italian National Conference on Sensors,Semantic Scholar
Digital economy structuring for sustainable development: the role of blockchain and artificial intelligence in improving supply chain and reducing negative environmental impacts,"Zexin Hong, Kun Xiao",2024,https://www.semanticscholar.org/paper/428547d1e70a6bd55999be4ad5f4243718dee34e,,Scientific Reports,Semantic Scholar
A Graph Neural Network Approach for Detecting Smart Contract Anomalies in Collaborative Economy Platforms Based on Blockchain Technology,"Karim Zkik, Anass Sebbar, Oumaima Fadi, Oudani Mustapha, Amine Belhadi",2023,https://www.semanticscholar.org/paper/997ab547bc8cae1b10eb30f307bd4c257fd11bc9,"Blockchain technology provides a promising solution for collaborative economy systems by offering a decentralized, transparent, and secure platform. This is mainly accomplished through smart contracts, which are self-executing computer programs that facilitate, verify, and enforce the negotiation or performance of a contract. Digital tokens, on the other hand, are used to represent assets or currencies in these systems. Despite the benefits of Blockchain-based collaborative economy systems, significant security concerns are associated with them. These include the possibility of fraud, risk assessment, bugs in smart contracts, and cyber-attacks. For instance, attackers can exploit vulnerabilities in smart contracts to perform reentrancy and infinite loop attacks, leading to significant financial losses. To address these security challenges, this paper proposes integrating artificial intelligence models to prevent vulnerabilities in smart contracts and detect anomalies. Specifically, Graph Neural Networks models can be utilized to safeguard Blockchain-based collaborative economy platforms from attacks such as reentrancy and infinite loop attacks. According to the findings, this approach can accurately identify both normal and abnormal traffic and classify specific types of attacks. The framework's performance is further evaluated using various metrics to ensure its effectiveness in detecting anomalies, thereby providing an additional layer of security for Blockchain-based collaborative economy systems.","International Conference on Control, Decision and Information Technologies",Semantic Scholar
Robots in modern war. Prospects for the development of smart autonomous robots with artificial brain,"A.O. Morozov, V. Yashchenko",2023,https://www.semanticscholar.org/paper/c8fcc66edf3d1b8ce64af6ca3a36b0f1166335b5,"The article considers the role of artificial intelligence and robotics in the modern military sphere. It describes how since the beginning of the 21st century, robots have become an integral part of military operations, providing a wide variety of opportunities for the armies of various countries. The prospects for the development of autonomous robots with artificial brains that can operate without continuous human control are considered. Human brain modeling projects are considered in the context of creating electronic brains and smart systems capable of imitating and even surpassing the work of a biological brain. The world human brain modeling projects are briefly reviewed, and their comparative characteristics are given. The Ukrainian project Thinking Computer (Artificial Brain) is described in the paper. The project is a new approach in computerization based on the latest non-traditional technology for the simultaneous processing of various types of information in a single homogeneous multidimensional active associative neuron-like structure that allows creation of a new type of humanoid thinking machines. The article tells about the technological basis of the project, its goals and objectives, as well as the effect of the introduction of the proposed technology. The article describes in detail the principles of operation and features of the new technology of a multi-connected, multidimensional, receptor-effector actively associative neural-like growing network, which has no analogs in modern neural networks. It also explains what advantages thinking computers have over traditional ones, and what prospects the new technology opens up for various areas of human activity. The article demonstrates the research findings and developments regarding the creation of a prototype of an electronic brain for a humanoid robot, as well as plans for organizing the industrial production of thinking computers. In addition, it substantiates the relevance and necessity of implementing the Thinking Computer project to increase the competitiveness and security of Ukraine in the global community.",Mathematical machines and systems,Semantic Scholar
Advancing Web 3.0: Making Smart Contracts Smarter on Blockchain,"Junqin Huang, Linghe Kong, Guanjie Cheng, Qiao Xiang, Guihai Chen, Gang Huang, Xue Liu",2024,https://www.semanticscholar.org/paper/6ef9e658af0905eec626d7aa1b2b5745fb9ae86c,"Blockchain and smart contracts are one of the key technologies promoting Web 3.0. However, due to security considerations and consistency requirements, smart contracts currently only support simple and deterministic programs, which significantly hinders their deployment in intelligent Web 3.0 applications. To enhance smart contracts intelligence on the blockchain, we propose SMART, a plug-in smart contract framework that supports efficient AI model inference while being compatible with existing blockchains. To handle the high complexity of model inference, we propose an on-chain and off-chain joint execution model, which separates the SMART contract into two parts: the deterministic code still runs inside an on-chain virtual machine, while the complex model inference is offloaded to off-chain compute nodes. To solve the non-determinism brought by model inference, we leverage Trusted Execution Environments (TEEs) to endorse the integrity and correctness of the off-chain execution. We also design distributed attestation and secret key provisioning schemes to further enhance the system security and model privacy. We implement a SMART prototype and evaluate it on a popular Ethereum Virtual Machine (EVM)-based blockchain. Theoretical analysis and prototype evaluation show that SMART not only achieves the security goals of correctness, liveness, and model privacy, but also has approximately 5 orders of magnitude faster inference efficiency than existing on-chain solutions.",The Web Conference,Semantic Scholar
Enhancing Smart Building Security: Decentralized App Implementation with Blockchain Technology,"A. Patel, P. Bandkar, A. Singh, A. Sheikh",2023,https://www.semanticscholar.org/paper/18aec296d94072ed838fe3c65ba2e5dd9b6fcc4b,"With the recent advancements in the field of internet-of-things (IoT) and artificial intelligence, smart buildings are gaining popularity. Smart buildings play an essential part in offering an upscale atmosphere with lower energy usage and environmental concern in today's modern living. However, with the increased in consumer interaction with the building through IoT devices, it has open various ports for the intruders or unwanted malicious players to enter into the smart building system. In view of this the paper proposes integration of blockchain technology into smart building for enhancing the security. The paper focuses on the illumination/lighting and video surveillance systems by developing a blockchain-based decentralized application (DApp) with smart contracts and a blockchain ledger. The proposed DApp ensures the system security by authentication process with help of private key verification and thus avoids unwanted intruders into the system. For testing the effectiveness of proposed DApp a comparative analysis in terms of gas fees, transaction prioritization, and transaction speeds is presented which offers the users flexibility in balancing cost and efficiency. From the analysis it can be emphasize that the blockchain provides a resilient solution to the challenges posed by the current system.",Workshop Communication Networks and Power Systems,Semantic Scholar
Blockchain and Artificial Intelligence for Ensuring the Authenticity of Organic Legume Products in Supply Chains,"Si-Yeong Kim, A. Alzubi",2024,https://www.semanticscholar.org/paper/97a2dfe10ba9027e4a3e4bf97efd7f5fc009bb42,"Background: The increasing demand for organic legume products has raised concerns about the validity of supply chains. This research explores the integration of blockchain and Artificial Intelligence (AI) technologies as a robust solution for ensuring the accuracy of organic legume products in supply chains. Leveraging the immutable and transparent nature of blockchain, the study establishes a decentralized ledger to record and validate each stage of the supply chain, from crop husbandry to distribution. Methods: Artificial intelligence (AI) algorithms are used in tandem to examine data points and identify irregularities that can signal the existence of fake goods. Through the integration of various technologies, the research aims to offer an advanced and flexible system that can anticipate and detect any risks to the validity of the product. Smart contract implementation on the blockchain enables automated verification procedures assuring, adherence to organic norms and laws. Result: Through case studies and empirical evidence, this paper demonstrates the efficacy of the proposed blockchain and AI integration in mitigating the risks associated with counterfeit organic legume products. This research contributes to the burgeoning field of blockchain and AI applications in supply chain management, offering a novel approach to fortify the integrity of organic food supply chains.
",Legume Research An International Journal,Semantic Scholar
A blockchain-based platform for smart contracts and intellectual property protection for the additive manufacturing industry,"Abhiram Haridas, Adil Abdul Samad, Vysakh D, Deepak Lawrence K, V. Pathari",2022,https://www.semanticscholar.org/paper/5c8754f4cb4e9d21163ce62042876aba46f7daab,"Autonomous machine-to-machine interaction with minimal human interference is one of the defining features of cyber-physical systems that are expected to become ubiquitous as the manufacturing industry enters the fourth industrial revolution. Blockchain technology could emerge as a technology that underpins cyber-physical systems because of its various desirable characteristics. This paper describes the design and implementation details of two components of a blockchain-based data model for the additive manufacturing industry. A smart contract framework is proposed for the creation and execution of agreements between design companies and 3D printing companies. It facilitates the verification and automatic enforcement of these contracts. The framework incorporates a dedicated platform for the management of design files for intellectual property (IP) protection-related use cases. This helps to control the usage and distribution of IP, which is a crucial requirement for a data management solution for the industry. The proposed platforms have been implemented using the Ethereum software stack and its advantages and use cases have been explored.","2022 IEEE International Conference on Signal Processing, Informatics, Communication and Energy Systems (SPICES)",Semantic Scholar
Urban AI: understanding the emerging role of artificial intelligence in smart cities,"Aale Luusua, Johanna Ylipulli, M. Foth, Alessandro Aurigi",2022,https://www.semanticscholar.org/paper/1be4d1f924a986780f30b202656bfb60d9e0d88a,,Ai & Society,Semantic Scholar
